index,text,label_text,label_code
1840,"This move sends a clear message to other financial institutions around the world: fossil fuels  especially fracked gas  are a bad bet for our economy, our communities, and our climate,"" More on the latest #DivestNY announcement: ",Strongly agree with climate change,2
1841,"I am designating Under Secretary for ManagementJohn Bass as the Sustainability Officer.Under his leadership, wewill leadby example on climate change by greening ouroperations. @StateGDI#EcoDiplomacy",Slightly agree with climate change,1
1842,"ABOUT FOSSIL FUELS FOSSIL FUELS ARE EXTREMELY DANGEROUS , IT WILL LEAD US ALL TO CLIMATE DESTRUCTION . LET'S NOT FORGET THAT THE OCEAN GOT CAUGHT ON FIRE LAST YEAR BECAUSE OF FOSSIL FUEL . #ScientistRebellion #LetTheEarthBreath ",Strongly agree with climate change,2
1843,"RT The IEA and IPCC say no new oil and gas. Even with some CCS, no new fossil fuels. CCS will be used for other industries. Using CCS to expand fossil fuels is damaging, fraudulent greenwash. Great explainer ",Strongly agree with climate change,2
1844,Yep I agree. I meant the current price rise not the carbon tax. The govt is making more money with these higher prices but not committing any of it to climate change.,Slightly agree with climate change,1
1845,Gas price goes up as the temperature goes down. Its not global warming and gas prices rising are not a coincidence. ,Slightly disagree with climate change,-1
1846,Stop killing off Elephants and their habitat Stop putting GREED before Elephants & all other Wildlife  #StopElephantKillerTrains  #Save from #Extinction  Protect Our Planet  & Animals,Neutral to climate change,0
1847,I'd like to see realise abandoning fossil fuels as part of the war effort. It is oil/gas that made Putin powerful.,Neutral to climate change,0
1848,"This guy was ridiculous! The arguments he offered were extremely weak & that's saying it nicely. He actually makes it quite obvious that the ""climate crisis"" is a fabricated bullshit narrative designed for one reason; make us all slaves! #climatehoax #JRE",Strongly disagree with climate change,-2
1849,"@SenateDems @SenateGOP Americans' support for the social spending in the Democrats #BuildBackBetterAct remains high at 62% and 60% support the ""climate change"" funding parts of the #BuildBackBetterAct. ",Neutral to climate change,0
1850,"Global warming has caused dangerous and widespread disruptions, affecting billions of people, especially in cities, with compounded risks from simultaneous extreme events. #IPCC #ClimateReport Debra Roberts 9/n ",Strongly agree with climate change,2
1851,"Well, the might want to finally decide to stop enforcing the ECB's ""negative-sum currencies, bogus debt, poverty and as many jobs as possible"" anti-economy? As their children are going to suffer in the same man-made hell as the rest of us. ",irrelevant or no opinion on climate change,99
1852,"ONE MAN, ONE LIFE, TAKE YOUR OWN LIFE, ITS ALL YOU ARE ENTITLED TO, NO ONE ELSES. YOU ALL FULL OF SH_T... WITH YOUR.. COVID 19 COVER! ORCHESTRATED PANDEMIC COVER! CLIMATE CRISIS COVER! ETC ETC ETC STUPID DUMB DISGUSTING COVER, COVER, COVER!! NOW... COVER YOUR ASSES!! ",Strongly disagree with climate change,-2
1853,#ret is the best project. #ret is a futures currency. #ret has come to replace fossil fuels with clean energy. #ret is not the best but it gets the best. #energytoken #solarenergy #Retoken #renewableenergy #Physicalproject #Renewable_energy_token,Strongly agree with climate change,2
1854,"I truly believe people have had enough of this bullshit. If it's not unfettered immigration, its bloody extinction rebellion, transgender crap, women with penises, BLM, and looking after every other effing nation apart from our own! If it wasn't so serious it would be a comedy!",Neutral to climate change,0
1855,"Hey folks, just in case you forgot: Electric cars will not solve the climate crisis. Electric cars will not solve the climate crisis. Electric cars will not solve the climate crisis. Electric cars will not solve the climate crisis. ",Slightly agree with climate change,1
1856,Can u get rid of climate change shit Boris's wife has thrust on UK,Strongly disagree with climate change,-2
1857,this bullshit will never end miss ant.....its got nothing to do with a 'virus' or people's 'health'.......its all about 'climate change'......one scam to solve anothet f**king scam.....we're f**ked ,Strongly disagree with climate change,-2
1858,RT Trudeau signals all-hands-on-deck strategy for climate crisis via - #ClimateCrisis #ClimateEmergency,Strongly agree with climate change,2
1859,I wish. But after the climate crisis we are going to need all hands on deck. Stakhanovism anyone?,Strongly agree with climate change,2
1860,"Don't forget the environment, climate change, public transport, pensions, housing, trade, farming, workers rights, life expectancy, community projects (including the arts), social mobility, pollution, household prosperity and our overall national happiness & sense of wellbeing.",Slightly agree with climate change,1
1861,"If you were going to do a multi season show about climate change driving collapse, you might use US Senator stuck in weather caused traffic jam for over 24 hours as a ploy point in an early episode (adding drama with a crucial emergency vote failing and the US defaulting)",Neutral to climate change,0
1862,Lets look at our state - #Maharashtra and the various policies and initiatives that are being implemented to combat climate change and address environmental concerns. #ClimateAction #ClimateActionNow ,Strongly agree with climate change,2
1863,GCC want to close down the whole city centre including demolition of Buchanan Galleries and St Enoch Centre. To build luxurious unaffordable flats. They have signed up to a climate change target for 2030. They want to get rid of cars from the city centre. Hidden agendas.,Strongly disagree with climate change,-2
1864,RT And CLIMATE EMERGENCY will be the next huge worldwide scam in my view.,Strongly disagree with climate change,-2
